time,open,high,low,close,tick_volume,spread,real_volume
2024-10-27 22:00:00+00:00,42360.0,42457.0,42360.0,42442.0,227.0,2,0.0
2024-10-27 22:01:00+00:00,42437.0,42438.0,42419.0,42419.0,115.0,2,0.0
2024-10-27 22:02:00+00:00,42422.0,42438.0,42398.0,42433.0,70.0,2,0.0
2024-10-27 22:03:00+00:00,42435.0,42439.0,42422.0,42431.0,47.0,2,0.0
2024-10-27 22:04:00+00:00,42434.0,42446.0,42433.0,42444.0,47.0,2,0.0
2024-10-27 22:05:00+00:00,42447.0,42458.0,42442.0,42442.0,47.0,2,0.0
2024-10-27 22:06:00+00:00,42441.0,42472.0,42440.0,42456.0,65.0,2,0.0
2024-10-27 22:07:00+00:00,42460.0,42465.0,42448.0,42451.0,51.0,2,0.0
2024-10-27 22:08:00+00:00,42452.0,42457.0,42451.0,42452.0,12.0,2,0.0
2024-10-27 22:09:00+00:00,42455.0,42462.0,42454.0,42454.0,38.0,2,0.0
2024-10-27 22:10:00+00:00,42457.0,42457.0,42452.0,42454.0,14.0,2,0.0
2024-10-27 22:11:00+00:00,42455.0,42473.0,42448.0,42473.0,79.0,2,0.0
2024-10-27 22:12:00+00:00,42471.0,42475.0,42465.0,42475.0,23.0,2,0.0
2024-10-27 22:13:00+00:00,42476.0,42485.0,42475.0,42479.0,46.0,2,0.0
2024-10-27 22:14:00+00:00,42479.0,42480.0,42473.0,42473.0,13.0,2,0.0
2024-10-27 22:15:00+00:00,42474.0,42481.0,42473.0,42481.0,10.0,2,0.0
2024-10-27 22:16:00+00:00,42482.0,42486.0,42481.0,42482.0,21.0,2,0.0
2024-10-27 22:17:00+00:00,42480.0,42485.0,42480.0,42483.0,6.0,2,0.0
2024-10-27 22:18:00+00:00,42481.0,42486.0,42479.0,42486.0,12.0,2,0.0
2024-10-27 22:19:00+00:00,42486.0,42489.0,42482.0,42482.0,32.0,2,0.0
2024-10-27 22:20:00+00:00,42483.0,42485.0,42478.0,42478.0,22.0,2,0.0
2024-10-27 22:21:00+00:00,42477.0,42484.0,42472.0,42472.0,40.0,2,0.0
2024-10-27 22:22:00+00:00,42471.0,42471.0,42468.0,42470.0,7.0,2,0.0
2024-10-27 22:23:00+00:00,42468.0,42468.0,42464.0,42464.0,18.0,2,0.0
2024-10-27 22:24:00+00:00,42464.0,42467.0,42451.0,42451.0,33.0,2,0.0
2024-10-27 22:25:00+00:00,42450.0,42460.0,42450.0,42456.0,25.0,2,0.0
2024-10-27 22:26:00+00:00,42459.0,42462.0,42459.0,42462.0,24.0,2,0.0
2024-10-27 22:27:00+00:00,42461.0,42463.0,42460.0,42463.0,6.0,2,0.0
2024-10-27 22:28:00+00:00,42465.0,42471.0,42465.0,42471.0,24.0,2,0.0
2024-10-27 22:29:00+00:00,42473.0,42474.0,42472.0,42474.0,11.0,2,0.0
2024-10-27 22:30:00+00:00,42473.0,42475.0,42465.0,42467.0,46.0,2,0.0
2024-10-27 22:31:00+00:00,42466.0,42468.0,42464.0,42468.0,20.0,2,0.0
2024-10-27 22:32:00+00:00,42467.0,42469.0,42466.0,42468.0,25.0,2,0.0
2024-10-27 22:33:00+00:00,42470.0,42472.0,42470.0,42472.0,12.0,2,0.0
2024-10-27 22:34:00+00:00,42472.0,42481.0,42471.0,42481.0,26.0,2,0.0
2024-10-27 22:35:00+00:00,42483.0,42483.0,42472.0,42473.0,24.0,2,0.0
2024-10-27 22:36:00+00:00,42471.0,42471.0,42467.0,42468.0,33.0,2,0.0
2024-10-27 22:37:00+00:00,42470.0,42474.0,42470.0,42474.0,15.0,2,0.0
2024-10-27 22:38:00+00:00,42472.0,42489.0,42472.0,42485.0,74.0,2,0.0
2024-10-27 22:39:00+00:00,42483.0,42485.0,42474.0,42485.0,42.0,2,0.0
2024-10-27 22:40:00+00:00,42484.0,42490.0,42483.0,42490.0,48.0,2,0.0
2024-10-27 22:41:00+00:00,42487.0,42488.0,42484.0,42486.0,24.0,2,0.0
2024-10-27 22:42:00+00:00,42487.0,42487.0,42481.0,42481.0,21.0,2,0.0
2024-10-27 22:43:00+00:00,42482.0,42483.0,42481.0,42482.0,12.0,2,0.0
2024-10-27 22:44:00+00:00,42482.0,42484.0,42478.0,42478.0,14.0,2,0.0
2024-10-27 22:45:00+00:00,42477.0,42478.0,42477.0,42477.0,3.0,2,0.0
2024-10-27 22:46:00+00:00,42476.0,42476.0,42471.0,42472.0,9.0,2,0.0
2024-10-27 22:47:00+00:00,42472.0,42473.0,42469.0,42471.0,9.0,2,0.0
2024-10-27 22:48:00+00:00,42471.0,42472.0,42471.0,42472.0,4.0,2,0.0
2024-10-27 22:49:00+00:00,42472.0,42474.0,42471.0,42473.0,11.0,2,0.0
2024-10-27 22:50:00+00:00,42471.0,42472.0,42464.0,42465.0,25.0,2,0.0
2024-10-27 22:51:00+00:00,42464.0,42465.0,42461.0,42465.0,12.0,2,0.0
2024-10-27 22:52:00+00:00,42466.0,42466.0,42464.0,42465.0,10.0,2,0.0
2024-10-27 22:53:00+00:00,42466.0,42467.0,42465.0,42466.0,15.0,2,0.0
2024-10-27 22:54:00+00:00,42467.0,42467.0,42464.0,42464.0,7.0,2,0.0
2024-10-27 22:55:00+00:00,42465.0,42465.0,42463.0,42464.0,6.0,2,0.0
2024-10-27 22:56:00+00:00,42465.0,42465.0,42464.0,42464.0,7.0,2,0.0
