time,open,high,low,close,tick_volume,spread,real_volume
2025-11-20 23:30:00+00:00,22.452,22.452,22.452,22.452,1.0,510,0.0
2025-11-21 01:00:00+00:00,22.452,22.452,22.452,22.452,1.0,510,0.0
2025-11-24 01:00:00+00:00,22.452,22.452,22.452,22.452,1.0,510,0.0
2025-11-24 23:30:00+00:00,19.645,19.645,19.642,19.642,2.0,510,0.0
2025-11-24 23:32:00+00:00,19.665,19.665,19.642,19.642,7.0,510,0.0
2025-11-24 23:33:00+00:00,19.64,19.665,19.637,19.645,18.0,510,0.0
2025-11-24 23:34:00+00:00,19.647,19.647,19.645,19.645,4.0,510,0.0
2025-11-24 23:35:00+00:00,19.647,19.647,19.647,19.647,1.0,510,0.0
2025-11-24 23:36:00+00:00,19.665,19.665,19.637,19.637,3.0,510,0.0
2025-11-24 23:37:00+00:00,19.642,19.642,19.64,19.64,4.0,510,0.0
2025-11-24 23:38:00+00:00,19.642,19.642,19.637,19.64,11.0,510,0.0
2025-11-24 23:39:00+00:00,19.635,19.635,19.635,19.635,1.0,510,0.0
2025-11-24 23:40:00+00:00,19.637,19.64,19.615,19.637,7.0,510,0.0
2025-11-24 23:41:00+00:00,19.64,19.642,19.64,19.64,5.0,510,0.0
2025-11-24 23:42:00+00:00,19.645,19.665,19.64,19.642,5.0,510,0.0
2025-11-24 23:43:00+00:00,19.64,19.64,19.64,19.64,1.0,510,0.0
2025-11-24 23:44:00+00:00,19.637,19.64,19.615,19.637,7.0,510,0.0
2025-11-24 23:45:00+00:00,19.64,19.665,19.64,19.642,8.0,510,0.0
2025-11-24 23:48:00+00:00,19.645,19.665,19.642,19.645,6.0,510,0.0
2025-11-24 23:49:00+00:00,19.665,19.665,19.642,19.645,3.0,510,0.0
2025-11-24 23:50:00+00:00,19.665,19.665,19.66,19.66,2.0,510,0.0
2025-11-24 23:51:00+00:00,19.665,19.665,19.657,19.66,5.0,510,0.0
